pH,Dissolved_Oxygen_mgL,Turbidity_NTU,Total_Dissolved_Solids_mgL,Nitrate_mgL,Phosphate_mgL,Temperature_C,Heavy_Metals_ppm,Safe_for_Humans,Safe_for_Animals,Safe_for_Plants
5.7,6.08,18.83,373.72,10.75,0.76,21.7,0.01,Unsafe,Unsafe,Safe
7.93,2.95,30.37,1387.35,13.59,6.95,28.6,0.379,Unsafe,Unsafe,Unsafe
8.94,7.31,9.3,667.55,8.49,2.53,14.4,0.181,Unsafe,Safe,Unsafe
6.34,5.13,14.39,1479.01,35.92,3.11,7.5,0.369,Unsafe,Safe,Unsafe
6.0,6.12,10.47,853.38,38.5,1.21,18.9,0.201,Unsafe,Safe,Unsafe
5.92,12.01,42.29,1399.71,23.12,8.65,27.4,0.035,Unsafe,Unsafe,Unsafe
6.56,13.23,79.56,57.76,35.7,4.93,11.6,0.384,Unsafe,Safe,Unsafe
5.85,4.23,14.14,1134.95,36.8,5.72,11.6,0.036,Unsafe,Unsafe,Unsafe
7.92,6.47,13.03,1359.42,6.91,5.69,33.4,0.461,Unsafe,Safe,Unsafe
5.72,13.14,64.34,252.59,48.31,4.1,33.6,0.025,Unsafe,Unsafe,Unsafe
7.28,2.74,19.72,189.38,41.05,1.93,34.7,0.24,Unsafe,Unsafe,Unsafe
8.99,3.11,9.76,665.63,10.22,7.45,29.2,0.362,Unsafe,Unsafe,Unsafe
8.35,3.95,16.68,1403.83,9.31,1.27,10.6,0.197,Unsafe,Unsafe,Safe
7.65,9.14,92.37,836.46,6.28,1.04,11.4,0.109,Unsafe,Safe,Safe
6.57,3.81,82.15,814.81,6.92,7.1,15.2,0.38,Unsafe,Unsafe,Unsafe
7.68,13.62,35.41,254.63,37.41,2.09,14.5,0.392,Unsafe,Safe,Unsafe
7.34,7.36,65.58,51.14,23.48,3.07,33.7,0.461,Unsafe,Safe,Safe
6.99,8.02,53.73,1224.7,39.15,4.75,28.7,0.188,Unsafe,Safe,Unsafe
5.96,4.96,67.71,176.98,37.31,4.49,26.7,0.253,Unsafe,Unsafe,Unsafe
8.6,7.65,68.27,969.08,30.23,7.09,10.6,0.182,Unsafe,Safe,Unsafe
7.07,9.94,62.87,1376.19,34.32,6.23,32.3,0.129,Unsafe,Safe,Unsafe
6.18,11.01,26.61,352.55,0.92,6.44,29.8,0.376,Unsafe,Safe,Unsafe
6.79,11.05,3.9,1014.65,15.59,7.14,9.9,0.17,Unsafe,Safe,Unsafe
6.95,8.93,45.56,164.11,31.89,2.93,31.1,0.214,Unsafe,Safe,Unsafe
8.4,12.85,89.1,925.44,0.47,3.22,13.2,0.202,Unsafe,Safe,Safe
8.07,11.81,56.95,287.7,1.65,4.38,7.4,0.356,Unsafe,Safe,Safe
8.19,11.08,83.24,1117.13,42.59,3.07,24.7,0.459,Unsafe,Safe,Unsafe
5.54,2.67,99.16,486.79,34.2,9.85,24.6,0.333,Unsafe,Unsafe,Unsafe
6.96,2.08,16.36,721.92,13.27,8.14,7.8,0.236,Unsafe,Unsafe,Unsafe
7.18,4.55,69.18,919.17,34.4,1.65,14.6,0.39,Unsafe,Safe,Unsafe
5.57,9.96,67.43,298.35,39.62,0.06,34.8,0.32,Unsafe,Unsafe,Unsafe
6.41,6.93,98.0,1125.37,15.34,0.43,25.4,0.03,Unsafe,Safe,Safe
8.16,6.83,98.56,488.83,1.8,2.44,26.9,0.048,Unsafe,Safe,Safe
5.98,12.62,68.67,1010.44,46.64,1.14,11.4,0.019,Unsafe,Unsafe,Unsafe
7.37,12.75,24.36,279.51,17.26,5.33,7.4,0.228,Unsafe,Safe,Unsafe
6.25,12.91,79.86,1047.77,5.32,8.58,13.3,0.413,Unsafe,Safe,Unsafe
5.54,5.77,10.7,235.87,24.59,7.37,12.5,0.157,Unsafe,Unsafe,Unsafe
6.34,10.29,78.07,666.77,38.42,2.16,12.0,0.192,Unsafe,Safe,Unsafe
8.92,5.26,91.02,408.45,11.08,3.99,10.8,0.455,Unsafe,Safe,Unsafe
8.31,4.29,38.28,1135.14,13.47,5.08,22.2,0.418,Unsafe,Safe,Unsafe
8.86,4.22,63.06,429.95,12.14,8.1,14.8,0.333,Unsafe,Safe,Unsafe
7.21,6.11,43.01,1328.49,49.58,8.39,29.6,0.133,Unsafe,Safe,Unsafe
5.88,7.16,43.78,1343.14,9.87,9.1,10.5,0.059,Unsafe,Unsafe,Unsafe
7.42,11.97,31.04,334.84,28.78,5.09,18.9,0.008,Safe,Safe,Unsafe
7.09,3.44,76.21,940.08,46.26,6.94,5.4,0.054,Unsafe,Unsafe,Unsafe
8.46,10.82,93.62,177.19,7.34,1.12,19.5,0.146,Unsafe,Safe,Safe
5.84,8.38,94.08,617.73,48.54,5.65,6.7,0.276,Unsafe,Unsafe,Unsafe
7.21,5.46,17.48,1084.32,47.37,2.49,34.3,0.032,Unsafe,Safe,Unsafe
6.03,7.91,87.47,1006.16,44.23,4.32,28.7,0.068,Unsafe,Safe,Unsafe
6.64,5.6,73.74,955.82,10.73,6.34,19.7,0.091,Unsafe,Safe,Unsafe
8.08,9.15,25.28,459.68,31.7,2.57,7.6,0.316,Unsafe,Safe,Unsafe
7.17,7.21,6.73,598.14,38.04,0.52,22.8,0.308,Unsafe,Safe,Unsafe
6.82,3.97,26.8,199.27,49.3,0.1,27.8,0.275,Unsafe,Unsafe,Unsafe
6.88,3.4,91.22,1092.58,9.02,0.22,10.7,0.125,Unsafe,Unsafe,Safe
7.11,8.56,63.32,780.64,38.3,0.08,22.0,0.186,Unsafe,Safe,Unsafe
8.25,12.83,72.11,1077.71,16.94,1.1,29.4,0.048,Unsafe,Safe,Safe
8.62,6.13,25.72,410.97,8.78,2.39,28.0,0.113,Unsafe,Safe,Unsafe
8.84,10.8,71.94,520.44,21.07,2.21,29.1,0.449,Unsafe,Safe,Unsafe
8.25,9.9,2.81,534.61,39.69,9.87,31.4,0.49,Unsafe,Safe,Unsafe
6.6,13.18,37.53,87.33,23.24,3.06,33.1,0.324,Unsafe,Safe,Safe
7.91,11.85,62.68,544.52,26.88,1.27,17.2,0.458,Unsafe,Safe,Safe
7.03,8.8,14.61,1214.79,49.76,5.46,22.1,0.321,Unsafe,Safe,Unsafe
6.39,9.88,82.3,1351.08,19.96,8.58,28.7,0.017,Unsafe,Safe,Unsafe
8.44,12.78,23.5,801.42,30.77,6.78,25.9,0.498,Unsafe,Safe,Unsafe
5.63,6.79,65.23,710.48,18.26,2.96,34.9,0.049,Unsafe,Unsafe,Safe
8.66,5.92,40.52,94.7,19.64,5.62,5.4,0.341,Unsafe,Safe,Unsafe
7.12,2.13,59.6,1324.85,34.78,7.15,15.7,0.126,Unsafe,Unsafe,Unsafe
7.73,11.92,10.75,68.86,46.89,7.28,13.4,0.196,Unsafe,Safe,Unsafe
7.81,11.61,1.69,1419.89,27.12,6.67,12.9,0.323,Unsafe,Safe,Unsafe
8.63,3.25,90.96,759.36,38.42,8.71,11.7,0.218,Unsafe,Unsafe,Unsafe
7.73,8.92,26.96,545.81,4.46,8.7,26.3,0.125,Unsafe,Safe,Unsafe
7.65,7.57,81.97,1390.12,10.56,5.79,7.5,0.167,Unsafe,Safe,Unsafe
5.73,3.42,99.94,85.37,25.11,4.3,27.2,0.171,Unsafe,Unsafe,Safe
7.31,13.77,21.14,893.07,1.0,6.42,25.8,0.48,Unsafe,Safe,Unsafe
6.03,4.58,26.52,845.95,12.64,8.18,12.5,0.399,Unsafe,Safe,Unsafe
8.08,2.81,66.29,368.01,25.87,0.06,12.6,0.229,Unsafe,Unsafe,Safe
7.29,9.14,96.54,671.89,0.75,9.92,23.9,0.1,Unsafe,Safe,Unsafe
7.88,10.87,91.58,995.78,13.23,1.83,27.9,0.406,Unsafe,Safe,Safe
5.65,2.39,50.29,1104.34,25.7,4.7,31.3,0.079,Unsafe,Unsafe,Safe
5.8,9.9,79.51,51.04,28.66,8.72,30.6,0.105,Unsafe,Unsafe,Unsafe
8.01,8.39,13.57,1408.44,46.29,2.25,33.9,0.183,Unsafe,Safe,Unsafe
5.75,3.24,97.74,288.56,32.27,4.77,22.4,0.44,Unsafe,Unsafe,Unsafe
5.75,4.07,96.44,388.69,20.74,1.33,32.3,0.066,Unsafe,Unsafe,Safe
5.54,8.82,16.37,432.04,46.52,3.95,29.3,0.061,Unsafe,Unsafe,Unsafe
8.85,5.56,29.94,104.84,39.24,1.77,31.8,0.247,Unsafe,Safe,Unsafe
8.08,13.26,10.02,228.43,10.0,3.64,5.3,0.138,Unsafe,Safe,Safe
6.74,11.82,27.17,1480.21,6.54,3.73,34.0,0.284,Unsafe,Safe,Safe
6.54,13.8,81.6,507.06,33.79,9.93,19.2,0.226,Unsafe,Safe,Unsafe
6.72,5.12,37.83,217.19,27.99,9.95,28.9,0.217,Unsafe,Safe,Unsafe
8.21,13.64,8.84,205.14,39.48,1.15,8.8,0.056,Unsafe,Safe,Unsafe
7.81,7.17,34.22,1093.22,36.94,7.26,16.9,0.071,Unsafe,Safe,Unsafe
6.15,6.17,98.14,1289.12,31.26,0.52,13.1,0.411,Unsafe,Safe,Unsafe
6.11,2.6,62.97,422.58,49.32,0.3,13.7,0.443,Unsafe,Unsafe,Unsafe
5.84,2.63,41.62,80.32,26.68,1.05,8.7,0.117,Unsafe,Unsafe,Safe
7.81,10.3,16.65,373.48,5.66,9.65,29.2,0.057,Unsafe,Safe,Unsafe
8.18,7.5,98.62,131.95,41.41,9.41,5.3,0.027,Unsafe,Safe,Unsafe
6.43,4.72,82.08,199.92,12.59,1.94,14.4,0.304,Unsafe,Safe,Safe
5.57,9.37,28.15,675.69,38.87,1.62,10.2,0.358,Unsafe,Unsafe,Unsafe
5.79,5.03,7.01,383.38,47.86,2.41,22.7,0.186,Unsafe,Unsafe,Unsafe
8.89,8.93,5.66,798.12,34.84,5.16,12.6,0.34,Unsafe,Safe,Unsafe
6.53,6.31,12.04,417.57,29.8,5.7,12.8,0.356,Unsafe,Safe,Unsafe
8.19,11.88,58.08,1413.78,23.02,2.22,19.7,0.468,Unsafe,Safe,Safe
7.69,11.85,92.88,1363.62,18.22,7.57,24.6,0.032,Unsafe,Safe,Unsafe
6.84,7.73,49.67,871.87,17.65,3.1,8.6,0.096,Unsafe,Safe,Safe
6.22,6.21,84.29,563.91,31.82,9.22,10.3,0.034,Unsafe,Safe,Unsafe
5.92,6.35,44.59,602.66,37.56,6.57,12.4,0.434,Unsafe,Unsafe,Unsafe
7.65,11.67,70.86,647.19,33.93,4.36,34.2,0.396,Unsafe,Safe,Unsafe
8.21,5.94,73.19,1104.99,9.92,7.9,16.9,0.287,Unsafe,Safe,Unsafe
7.75,4.51,17.4,704.88,24.7,8.18,23.0,0.042,Unsafe,Safe,Unsafe
7.36,3.02,36.12,1292.26,39.58,2.9,12.2,0.137,Unsafe,Unsafe,Unsafe
5.65,7.6,63.73,1418.94,23.79,3.4,19.7,0.149,Unsafe,Unsafe,Safe
8.89,7.79,7.07,537.12,26.83,9.36,7.2,0.28,Unsafe,Safe,Unsafe
8.3,12.09,36.15,863.01,38.56,1.65,6.0,0.129,Unsafe,Safe,Unsafe
6.52,4.65,53.48,187.83,33.06,0.42,19.1,0.036,Unsafe,Safe,Unsafe
8.93,6.57,99.62,340.68,20.47,4.54,17.0,0.365,Unsafe,Safe,Unsafe
7.61,11.7,47.45,649.53,44.77,8.01,9.1,0.15,Unsafe,Safe,Unsafe
7.54,11.88,81.61,348.99,8.13,7.72,25.6,0.226,Unsafe,Safe,Unsafe
8.12,6.62,43.21,1321.01,49.78,9.2,34.8,0.064,Unsafe,Safe,Unsafe
8.34,7.51,79.64,279.52,5.94,5.33,16.9,0.401,Unsafe,Safe,Unsafe
7.8,5.64,59.54,710.71,0.75,1.0,23.7,0.283,Unsafe,Safe,Safe
5.95,13.19,88.66,928.26,44.5,5.89,33.9,0.451,Unsafe,Unsafe,Unsafe
6.68,3.42,41.09,1053.2,12.25,7.78,29.9,0.248,Unsafe,Unsafe,Unsafe
8.75,13.2,60.43,605.45,36.48,0.93,18.9,0.471,Unsafe,Safe,Unsafe
6.29,10.21,63.0,1310.19,40.55,1.73,27.1,0.446,Unsafe,Safe,Unsafe
6.8,8.38,41.74,874.06,42.95,0.12,8.8,0.288,Unsafe,Safe,Unsafe
7.01,2.39,14.43,687.29,49.58,5.94,20.4,0.467,Unsafe,Unsafe,Unsafe
7.04,7.71,9.36,147.5,14.7,8.87,13.4,0.162,Unsafe,Safe,Unsafe
7.65,6.89,1.67,723.8,35.51,6.71,9.8,0.183,Unsafe,Safe,Unsafe
8.8,3.93,87.35,1240.07,5.77,9.82,17.8,0.023,Unsafe,Unsafe,Unsafe
6.34,9.88,23.65,941.08,20.34,0.63,8.9,0.295,Unsafe,Safe,Safe
5.93,13.65,21.15,1256.64,42.4,9.03,26.0,0.361,Unsafe,Unsafe,Unsafe
6.19,8.75,73.6,766.32,18.38,8.14,18.7,0.387,Unsafe,Safe,Unsafe
8.6,10.58,32.0,221.77,29.55,3.14,20.9,0.075,Unsafe,Safe,Unsafe
7.76,2.82,50.6,69.78,25.19,9.74,9.4,0.222,Unsafe,Unsafe,Unsafe
6.5,7.01,16.25,489.67,32.3,2.88,9.2,0.088,Unsafe,Safe,Unsafe
8.36,3.4,95.97,1062.09,48.64,8.89,22.5,0.331,Unsafe,Unsafe,Unsafe
8.51,9.35,85.16,1195.88,2.79,8.81,34.6,0.079,Unsafe,Safe,Unsafe
8.46,13.26,86.38,478.84,28.7,7.58,7.9,0.452,Unsafe,Safe,Unsafe
8.72,9.94,40.68,768.7,43.15,5.63,13.6,0.115,Unsafe,Safe,Unsafe
6.38,2.92,76.24,660.62,24.07,1.2,31.1,0.146,Unsafe,Unsafe,Safe
8.14,6.26,14.39,645.26,3.93,5.32,7.2,0.425,Unsafe,Safe,Unsafe
7.11,8.61,0.86,385.46,28.03,3.57,31.3,0.229,Unsafe,Safe,Safe
8.45,6.84,2.0,247.74,16.6,7.92,20.7,0.012,Unsafe,Safe,Unsafe
8.05,12.0,58.66,335.2,7.75,7.58,17.2,0.247,Unsafe,Safe,Unsafe
8.22,11.78,45.54,130.23,42.45,9.11,14.3,0.042,Unsafe,Safe,Unsafe
7.8,9.34,51.8,337.29,26.08,0.15,13.9,0.493,Unsafe,Safe,Safe
6.12,6.48,0.75,63.34,46.66,8.09,14.2,0.294,Unsafe,Safe,Unsafe
7.41,5.06,42.27,959.52,40.3,9.38,31.5,0.128,Unsafe,Safe,Unsafe
8.95,3.27,71.81,508.74,34.65,7.89,26.7,0.282,Unsafe,Unsafe,Unsafe
8.78,6.26,44.27,1461.06,0.25,1.3,25.1,0.038,Unsafe,Safe,Unsafe
5.65,6.96,73.22,330.89,21.39,0.81,29.0,0.4,Unsafe,Unsafe,Safe
6.08,10.11,23.3,551.45,9.87,0.21,12.7,0.463,Unsafe,Safe,Safe
5.96,9.9,81.31,568.87,45.54,6.29,23.5,0.437,Unsafe,Unsafe,Unsafe
8.04,2.84,58.84,62.25,8.73,6.3,18.8,0.171,Unsafe,Unsafe,Unsafe
8.36,6.74,21.08,1266.85,14.3,9.87,28.5,0.163,Unsafe,Safe,Unsafe
6.25,4.18,23.67,96.39,25.84,3.98,14.3,0.018,Unsafe,Safe,Safe
7.27,3.88,62.8,1413.26,13.17,3.32,24.3,0.326,Unsafe,Unsafe,Safe
8.44,11.93,82.99,1343.51,10.49,6.24,31.5,0.267,Unsafe,Safe,Unsafe
8.06,2.5,41.56,826.51,29.95,8.26,17.1,0.23,Unsafe,Unsafe,Unsafe
7.4,7.03,25.83,838.21,4.45,9.37,7.0,0.454,Unsafe,Safe,Unsafe
7.57,4.02,86.7,997.98,2.91,8.03,20.5,0.084,Unsafe,Safe,Unsafe
7.28,12.55,66.93,611.22,18.61,4.27,15.4,0.005,Safe,Safe,Safe
6.54,8.68,44.81,988.47,36.03,6.35,25.2,0.037,Unsafe,Safe,Unsafe
7.48,4.78,48.79,114.91,27.74,8.56,33.5,0.112,Unsafe,Safe,Unsafe
7.91,8.03,20.43,128.37,21.14,4.91,19.6,0.017,Unsafe,Safe,Safe
8.56,10.78,62.68,712.98,28.29,2.17,19.0,0.251,Unsafe,Safe,Unsafe
7.73,13.5,35.87,846.95,18.27,1.7,24.6,0.157,Unsafe,Safe,Safe
8.16,4.65,99.56,1337.34,46.81,0.0,8.1,0.09,Unsafe,Safe,Unsafe
6.06,12.63,48.02,201.76,2.75,7.18,12.6,0.375,Unsafe,Safe,Unsafe
7.12,13.21,48.59,1242.84,33.67,1.11,32.6,0.102,Unsafe,Safe,Unsafe
5.53,13.0,56.59,354.57,44.56,2.44,25.1,0.344,Unsafe,Unsafe,Unsafe
6.36,9.62,91.68,621.42,40.19,2.98,5.4,0.175,Unsafe,Safe,Unsafe
8.04,9.56,80.08,509.07,9.2,5.6,11.1,0.256,Unsafe,Safe,Unsafe
8.97,6.84,45.11,630.23,14.8,3.98,25.5,0.467,Unsafe,Safe,Unsafe
5.85,11.03,71.87,268.22,35.85,6.75,27.9,0.019,Unsafe,Unsafe,Unsafe
6.91,8.38,58.62,780.18,4.21,0.56,30.2,0.25,Unsafe,Safe,Safe
8.3,10.13,49.24,1212.38,40.59,1.24,13.8,0.427,Unsafe,Safe,Unsafe
6.21,7.14,19.23,690.22,35.95,4.99,32.9,0.294,Unsafe,Safe,Unsafe
7.44,10.78,46.39,761.39,36.48,3.37,21.6,0.138,Unsafe,Safe,Unsafe
8.07,11.89,24.58,1280.71,5.01,2.96,25.9,0.199,Unsafe,Safe,Safe
7.66,3.76,91.48,1073.78,35.89,0.67,22.9,0.34,Unsafe,Unsafe,Unsafe
6.16,12.0,33.54,761.16,33.99,8.96,8.7,0.445,Unsafe,Safe,Unsafe
6.74,8.48,95.23,423.66,41.55,6.92,33.9,0.021,Unsafe,Safe,Unsafe
8.24,12.14,53.31,1333.14,2.08,1.22,8.7,0.036,Unsafe,Safe,Safe
7.44,7.18,63.15,886.68,1.16,0.65,12.6,0.163,Unsafe,Safe,Safe
5.52,6.55,54.29,370.66,18.65,9.75,29.4,0.116,Unsafe,Unsafe,Unsafe
8.16,12.98,12.94,440.22,7.44,6.81,23.6,0.132,Unsafe,Safe,Unsafe
5.62,5.01,37.58,1214.54,27.92,4.17,30.1,0.111,Unsafe,Unsafe,Safe
8.11,12.13,9.91,114.01,45.87,7.02,20.5,0.098,Unsafe,Safe,Unsafe
6.21,7.81,62.3,1488.53,19.57,7.56,16.3,0.065,Unsafe,Safe,Unsafe
8.85,8.17,44.69,239.01,42.25,7.8,32.7,0.467,Unsafe,Safe,Unsafe
6.79,5.7,77.8,1204.3,0.01,4.78,6.1,0.072,Unsafe,Safe,Safe
6.64,8.88,22.05,622.42,8.43,4.3,30.7,0.102,Unsafe,Safe,Safe
6.02,5.9,16.46,763.71,1.52,0.11,11.9,0.123,Unsafe,Safe,Safe
6.57,2.47,40.63,1326.94,16.41,9.27,30.5,0.467,Unsafe,Unsafe,Unsafe
8.57,5.26,92.66,648.72,45.41,6.03,9.2,0.378,Unsafe,Safe,Unsafe
8.99,2.08,71.04,829.37,4.85,2.03,22.4,0.395,Unsafe,Unsafe,Unsafe
6.79,13.74,41.89,121.48,30.32,9.2,31.6,0.052,Unsafe,Safe,Unsafe
7.07,13.59,51.73,53.4,22.57,9.15,19.2,0.418,Unsafe,Safe,Unsafe
8.03,6.74,8.42,404.96,46.92,9.89,27.4,0.204,Unsafe,Safe,Unsafe
8.6,10.74,98.46,1036.85,6.13,8.74,29.1,0.131,Unsafe,Safe,Unsafe
7.58,6.15,66.64,225.83,10.6,9.98,27.1,0.288,Unsafe,Safe,Unsafe
6.87,10.05,28.54,214.95,1.48,2.45,32.8,0.411,Unsafe,Safe,Safe
6.94,11.67,58.58,645.89,21.7,8.42,18.4,0.389,Unsafe,Safe,Unsafe
7.93,13.36,10.95,989.36,13.89,8.23,10.2,0.445,Unsafe,Safe,Unsafe
5.51,6.8,96.58,1082.5,43.5,2.31,6.4,0.464,Unsafe,Unsafe,Unsafe
7.67,11.4,17.48,308.75,30.25,0.98,12.4,0.119,Unsafe,Safe,Unsafe
6.74,5.19,64.8,165.4,30.7,9.79,9.3,0.212,Unsafe,Safe,Unsafe
8.28,13.88,24.55,1413.58,26.6,2.96,21.7,0.007,Unsafe,Safe,Safe
5.83,2.31,71.76,427.97,4.59,8.71,10.5,0.44,Unsafe,Unsafe,Unsafe
7.56,9.24,77.68,1287.35,22.25,0.04,6.2,0.077,Unsafe,Safe,Safe
7.18,9.91,67.34,1302.06,49.98,0.21,6.1,0.431,Unsafe,Safe,Unsafe
7.75,10.26,61.45,1170.16,41.76,4.66,29.9,0.165,Unsafe,Safe,Unsafe
5.73,3.44,89.25,294.81,44.67,2.39,22.7,0.184,Unsafe,Unsafe,Unsafe
7.53,13.26,7.86,1241.61,41.16,6.9,15.7,0.02,Unsafe,Safe,Unsafe
7.47,4.17,33.09,1165.41,5.15,5.66,31.8,0.163,Unsafe,Safe,Unsafe
7.46,9.47,24.83,915.25,11.37,0.77,7.1,0.444,Unsafe,Safe,Safe
7.61,4.67,98.8,538.94,0.16,1.63,34.4,0.013,Unsafe,Safe,Safe
7.87,5.69,38.94,430.64,15.18,3.88,23.5,0.203,Unsafe,Safe,Safe
8.32,8.56,73.26,226.74,5.43,1.86,10.5,0.016,Unsafe,Safe,Safe
6.44,7.01,68.47,789.15,23.64,7.92,25.4,0.185,Unsafe,Safe,Unsafe
8.39,3.92,21.21,898.63,33.86,4.16,27.9,0.086,Unsafe,Unsafe,Unsafe
7.24,4.05,23.9,571.04,43.73,0.93,17.9,0.126,Unsafe,Safe,Unsafe
5.77,7.02,28.13,739.27,37.46,4.84,30.8,0.439,Unsafe,Unsafe,Unsafe
5.7,11.09,41.11,577.1,46.93,0.91,9.5,0.218,Unsafe,Unsafe,Unsafe
6.67,12.78,23.43,979.46,2.69,1.29,13.4,0.137,Unsafe,Safe,Safe
8.25,3.01,1.97,1356.83,0.61,2.4,7.8,0.295,Unsafe,Unsafe,Safe
7.98,6.72,87.94,287.68,33.07,8.6,11.3,0.071,Unsafe,Safe,Unsafe
8.26,3.2,96.56,603.04,14.47,9.25,12.2,0.13,Unsafe,Unsafe,Unsafe
7.31,2.2,34.16,254.26,12.68,8.26,32.5,0.273,Unsafe,Unsafe,Unsafe
7.04,9.94,33.85,956.17,16.54,3.34,7.3,0.119,Unsafe,Safe,Safe
6.02,9.23,0.71,1106.86,13.49,2.72,17.8,0.34,Unsafe,Safe,Safe
6.65,3.96,68.03,1401.27,25.57,5.49,21.0,0.246,Unsafe,Unsafe,Unsafe
7.02,4.81,82.54,454.36,22.01,7.22,32.0,0.386,Unsafe,Safe,Unsafe
5.81,2.28,14.66,1427.81,25.62,9.93,34.9,0.474,Unsafe,Unsafe,Unsafe
6.27,12.02,15.97,141.73,33.64,1.32,27.6,0.058,Unsafe,Safe,Unsafe
7.59,13.7,79.01,924.37,19.36,0.49,34.1,0.167,Unsafe,Safe,Safe
8.07,3.63,61.63,132.84,12.57,6.94,28.6,0.16,Unsafe,Unsafe,Unsafe
8.99,4.78,4.49,1345.97,8.31,8.32,33.9,0.076,Unsafe,Safe,Unsafe
8.77,12.42,62.25,818.22,17.47,8.46,26.2,0.405,Unsafe,Safe,Unsafe
7.75,13.12,30.89,1020.56,37.09,6.78,7.4,0.38,Unsafe,Safe,Unsafe
6.97,7.04,36.87,1255.78,37.84,9.54,17.1,0.242,Unsafe,Safe,Unsafe
7.73,2.61,76.97,267.95,33.35,5.11,24.4,0.269,Unsafe,Unsafe,Unsafe
8.25,2.47,81.09,105.96,11.7,9.14,15.5,0.03,Unsafe,Unsafe,Unsafe
5.91,8.89,40.04,1324.38,29.4,9.68,13.2,0.278,Unsafe,Unsafe,Unsafe
6.93,6.71,94.72,506.65,28.53,8.47,22.3,0.396,Unsafe,Safe,Unsafe
8.44,2.34,40.65,237.02,24.21,3.1,33.0,0.287,Unsafe,Unsafe,Safe
6.84,9.0,77.18,729.27,27.5,1.96,6.0,0.133,Unsafe,Safe,Safe
7.5,2.14,48.39,917.54,24.59,5.48,28.1,0.334,Unsafe,Unsafe,Unsafe
7.56,11.45,89.75,94.91,28.27,4.53,26.7,0.181,Unsafe,Safe,Safe
6.15,5.68,90.78,448.6,35.78,8.78,33.9,0.272,Unsafe,Safe,Unsafe
6.77,2.48,8.74,97.56,5.48,1.0,32.9,0.244,Unsafe,Unsafe,Safe
6.67,9.06,93.65,659.49,37.48,2.58,27.9,0.191,Unsafe,Safe,Unsafe
5.59,6.77,82.55,1347.9,6.79,7.52,20.6,0.359,Unsafe,Unsafe,Unsafe
5.58,13.69,79.13,1474.85,3.33,0.95,11.1,0.442,Unsafe,Unsafe,Safe
8.41,8.53,20.09,973.72,48.8,3.21,21.4,0.003,Safe,Safe,Unsafe
6.46,5.3,80.51,284.37,47.85,3.87,28.0,0.467,Unsafe,Safe,Unsafe
7.31,10.51,85.01,1363.48,3.02,6.23,31.9,0.256,Unsafe,Safe,Unsafe
6.55,5.26,28.92,798.56,22.16,1.58,28.7,0.35,Unsafe,Safe,Safe
8.79,12.85,95.23,272.94,9.31,8.61,10.9,0.428,Unsafe,Safe,Unsafe
6.41,6.5,4.99,1386.5,24.27,4.48,23.0,0.234,Unsafe,Safe,Safe
7.0,8.6,14.99,1148.33,41.51,9.17,15.0,0.417,Unsafe,Safe,Unsafe
8.55,2.61,53.76,1110.97,47.53,4.68,5.3,0.089,Unsafe,Unsafe,Unsafe
8.45,7.11,57.58,1078.31,31.71,2.75,11.0,0.08,Unsafe,Safe,Unsafe
6.15,11.99,64.52,340.49,17.7,1.42,8.4,0.329,Unsafe,Safe,Safe
8.31,11.67,1.7,355.96,30.17,0.04,30.3,0.435,Unsafe,Safe,Unsafe
7.1,4.69,96.04,1048.02,15.6,5.32,12.8,0.446,Unsafe,Safe,Unsafe
7.19,4.71,4.46,368.6,45.49,1.07,13.5,0.322,Unsafe,Safe,Unsafe
5.97,11.81,14.31,686.07,43.52,3.92,33.8,0.263,Unsafe,Unsafe,Unsafe
5.78,13.16,1.4,1183.9,27.91,5.89,16.4,0.166,Unsafe,Unsafe,Unsafe
8.05,3.14,56.69,1186.73,16.24,2.76,5.3,0.49,Unsafe,Unsafe,Safe
7.24,7.4,93.23,707.23,14.67,1.75,13.5,0.16,Unsafe,Safe,Safe
7.03,6.05,66.59,1198.68,1.67,7.75,8.6,0.372,Unsafe,Safe,Unsafe
8.05,12.45,82.27,1266.0,40.79,9.47,8.1,0.266,Unsafe,Safe,Unsafe
8.18,3.0,1.33,999.42,22.52,1.0,7.3,0.304,Unsafe,Unsafe,Safe
6.06,4.53,54.2,381.22,16.26,1.56,22.8,0.197,Unsafe,Safe,Safe
7.64,11.03,45.96,447.32,23.56,9.6,10.7,0.482,Unsafe,Safe,Unsafe
5.97,2.62,49.9,506.52,40.94,0.38,15.8,0.286,Unsafe,Unsafe,Unsafe
8.13,7.91,7.22,219.37,6.23,9.78,30.9,0.469,Unsafe,Safe,Unsafe
7.8,7.31,68.44,446.08,42.88,0.05,17.7,0.004,Safe,Safe,Unsafe
8.85,6.01,50.32,353.8,44.88,8.74,32.5,0.286,Unsafe,Safe,Unsafe
5.74,6.73,76.51,710.23,47.34,3.07,19.9,0.359,Unsafe,Unsafe,Unsafe
5.7,8.36,48.53,1367.23,19.87,9.39,17.0,0.373,Unsafe,Unsafe,Unsafe
6.49,3.94,14.94,201.5,10.86,3.17,27.5,0.452,Unsafe,Unsafe,Safe
